seed_key,seed_label,source_system,source_id,doi,pmid,pmcid,title,journal,year,url,curation_decision,information_type,relation_scope,review_decision,review_theme,publish_scope,recommended_action,review_rationale,matched_technical_terms,matched_clinical_terms,matched_geo,query,fetched_at,curated_at,reviewed_at
ciclotron_f18,Ciclotrón / producción F-18,EuropePMC,MED40941986,10.3390/molecules30173458,40941986,PMC12430084,Evaluation of Cyclotron Solid Target Produced Gallium-68 Chloride for the Labeling of [<sup>68</sup>Ga]Ga-PSMA-11 and [<sup>68</sup>Ga]Ga-DOTATOC.,,2025,https://europepmc.org/article/MED/40941986,mantener_vigilancia,produccion_ciclotron_control_calidad,vigilancia_global_util,mantener_vigilancia,produccion_ciclotron_control_calidad,vigilancia,Mantener para tendencias y benchmark; no contar como produccion CCHEN.,"Tema global util para vigilancia, sin vinculo institucional directo.",cyclotron; radiochemical purity; biodistribution; psma; gallium; radiopharmaceutical,pet,,"(cyclotron OR ciclotron OR ""fluorine-18"" OR ""fluor-18"" OR ""F-18"") AND (CCHEN OR Chile OR ""Latin America"" OR ""isotope production"" OR ""medical cyclotron"")",2026-05-19,2026-05-19,2026-05-19
ciclotron_f18,Ciclotrón / producción F-18,EuropePMC,MED41707294,10.1016/j.apradiso.2026.112507,41707294,,Experimental activation assessment of metallic components from medical cyclotron operations in South Korea.,,2026,https://europepmc.org/article/MED/41707294,mantener_vigilancia,produccion_ciclotron_control_calidad,vigilancia_global_util,mantener_vigilancia,produccion_ciclotron_control_calidad,vigilancia,Mantener para tendencias y benchmark; no contar como produccion CCHEN.,"Tema global util para vigilancia, sin vinculo institucional directo.",cyclotron,,,"(cyclotron OR ciclotron OR ""fluorine-18"" OR ""fluor-18"" OR ""F-18"") AND (CCHEN OR Chile OR ""Latin America"" OR ""isotope production"" OR ""medical cyclotron"")",2026-05-19,2026-05-19,2026-05-19
ciclotron_f18,Ciclotrón / producción F-18,PubMed,41707294,10.1016/j.apradiso.2026.112507,41707294,,Experimental activation assessment of metallic components from medical cyclotron operations in South Korea.,"Applied radiation and isotopes : including data, instrumentation and methods for use in agriculture, industry and medicine",2026,https://pubmed.ncbi.nlm.nih.gov/41707294/,mantener_vigilancia,produccion_ciclotron_control_calidad,vigilancia_global_util,mantener_vigilancia,produccion_ciclotron_control_calidad,vigilancia,Mantener para tendencias y benchmark; no contar como produccion CCHEN.,"Tema global util para vigilancia, sin vinculo institucional directo.",cyclotron,,,"(cyclotron OR ciclotron OR ""fluorine-18"" OR ""fluor-18"" OR ""F-18"") AND (CCHEN OR Chile OR ""Latin America"" OR ""isotope production"" OR ""medical cyclotron"")",2026-05-19,2026-05-19,2026-05-19
ciclotron_f18,Ciclotrón / producción F-18,EuropePMC,MED41453261,10.1016/j.apradiso.2025.112405,41453261,,Experimental and Monte Carlo analysis of activation in a medical cyclotron target assembly.,,2026,https://europepmc.org/article/MED/41453261,mantener_vigilancia,produccion_ciclotron_control_calidad,vigilancia_global_util,mantener_vigilancia,produccion_ciclotron_control_calidad,vigilancia,Mantener para tendencias y benchmark; no contar como produccion CCHEN.,"Tema global util para vigilancia, sin vinculo institucional directo.",cyclotron,,,"(cyclotron OR ciclotron OR ""fluorine-18"" OR ""fluor-18"" OR ""F-18"") AND (CCHEN OR Chile OR ""Latin America"" OR ""isotope production"" OR ""medical cyclotron"")",2026-05-19,2026-05-19,2026-05-19
ciclotron_f18,Ciclotrón / producción F-18,PubMed,41453261,10.1016/j.apradiso.2025.112405,41453261,,Experimental and Monte Carlo analysis of activation in a medical cyclotron target assembly.,"Applied radiation and isotopes : including data, instrumentation and methods for use in agriculture, industry and medicine",2026,https://pubmed.ncbi.nlm.nih.gov/41453261/,mantener_vigilancia,produccion_ciclotron_control_calidad,vigilancia_global_util,mantener_vigilancia,produccion_ciclotron_control_calidad,vigilancia,Mantener para tendencias y benchmark; no contar como produccion CCHEN.,"Tema global util para vigilancia, sin vinculo institucional directo.",cyclotron,,,"(cyclotron OR ciclotron OR ""fluorine-18"" OR ""fluor-18"" OR ""F-18"") AND (CCHEN OR Chile OR ""Latin America"" OR ""isotope production"" OR ""medical cyclotron"")",2026-05-19,2026-05-19,2026-05-19
ciclotron_f18,Ciclotrón / producción F-18,PubMed,41418657,10.1016/j.apradiso.2025.112377,41418657,,Experimental cross sections and production feasibility of,"Applied radiation and isotopes : including data, instrumentation and methods for use in agriculture, industry and medicine",2026,https://pubmed.ncbi.nlm.nih.gov/41418657/,revisar_manual,otro_revisar,revisar_manual,mantener_vigilancia,radiofarmacia_clinica_o_tecnica,vigilancia,Mantener como vigilancia tematica; no contar como produccion CCHEN salvo afiliacion confirmada.,Contiene senal tecnica/clinica de radiofarmacia o medicina nuclear: applied radiation and isotopes:production; cross sections; production feasibility,,,,"(cyclotron OR ciclotron OR ""fluorine-18"" OR ""fluor-18"" OR ""F-18"") AND (CCHEN OR Chile OR ""Latin America"" OR ""isotope production"" OR ""medical cyclotron"")",2026-05-19,2026-05-19,2026-05-19
ciclotron_f18,Ciclotrón / producción F-18,EuropePMC,MED40131608,10.1186/s41181-025-00335-w,40131608,PMC11936851,Highlight selection of radiochemistry and radiopharmacy developments by editorial board.,,2025,https://europepmc.org/article/MED/40131608,mantener_vigilancia,radiofarmaco_teranostico_compuesto,vigilancia_global_util,mantener_vigilancia,radiofarmaco_teranostico_compuesto,vigilancia,Mantener para tendencias y benchmark; no contar como produccion CCHEN.,"Tema global util para vigilancia, sin vinculo institucional directo.",radiopharmaceutical,,,"(cyclotron OR ciclotron OR ""fluorine-18"" OR ""fluor-18"" OR ""F-18"") AND (CCHEN OR Chile OR ""Latin America"" OR ""isotope production"" OR ""medical cyclotron"")",2026-05-19,2026-05-19,2026-05-19
ciclotron_f18,Ciclotrón / producción F-18,EuropePMC,MED39790829,10.4103/ijnm.ijnm_102_23,39790829,PMC11708802,Mandatory Requirements for Planning and Commissioning of Medical Cyclotron Facility.,,2024,https://europepmc.org/article/MED/39790829,mantener_vigilancia,produccion_ciclotron_control_calidad,vigilancia_global_util,mantener_vigilancia,produccion_ciclotron_control_calidad,vigilancia,Mantener para tendencias y benchmark; no contar como produccion CCHEN.,"Tema global util para vigilancia, sin vinculo institucional directo.",cyclotron; radiopharmaceutical,,,"(cyclotron OR ciclotron OR ""fluorine-18"" OR ""fluor-18"" OR ""F-18"") AND (CCHEN OR Chile OR ""Latin America"" OR ""isotope production"" OR ""medical cyclotron"")",2026-05-19,2026-05-19,2026-05-19
ciclotron_f18,Ciclotrón / producción F-18,PubMed,41443077,10.1016/j.apradiso.2025.112311,41443077,,Nuclear excitation functions for medical isotope production: Targeted radionuclide therapy via,"Applied radiation and isotopes : including data, instrumentation and methods for use in agriculture, industry and medicine",2026,https://pubmed.ncbi.nlm.nih.gov/41443077/,mantener_vigilancia,produccion_ciclotron_control_calidad,vigilancia_global_util,mantener_vigilancia,produccion_ciclotron_control_calidad,vigilancia,Mantener para tendencias y benchmark; no contar como produccion CCHEN.,"Tema global util para vigilancia, sin vinculo institucional directo.",cyclotron; isotope production,,,"(cyclotron OR ciclotron OR ""fluorine-18"" OR ""fluor-18"" OR ""F-18"") AND (CCHEN OR Chile OR ""Latin America"" OR ""isotope production"" OR ""medical cyclotron"")",2026-05-19,2026-05-19,2026-05-19
ciclotron_f18,Ciclotrón / producción F-18,EuropePMC,MED41443077,10.1016/j.apradiso.2025.112311,41443077,,"Nuclear excitation functions for medical isotope production: Targeted radionuclide therapy via &lt;sup&gt;nat&lt;/sup&gt;Ir(d,x)&lt;sup&gt;193m&lt;/sup&gt;Pt.",,2026,https://europepmc.org/article/MED/41443077,mantener_vigilancia,produccion_ciclotron_control_calidad,vigilancia_global_util,mantener_vigilancia,produccion_ciclotron_control_calidad,vigilancia,Mantener para tendencias y benchmark; no contar como produccion CCHEN.,"Tema global util para vigilancia, sin vinculo institucional directo.",cyclotron; isotope production,,,"(cyclotron OR ciclotron OR ""fluorine-18"" OR ""fluor-18"" OR ""F-18"") AND (CCHEN OR Chile OR ""Latin America"" OR ""isotope production"" OR ""medical cyclotron"")",2026-05-19,2026-05-19,2026-05-19
ciclotron_f18,Ciclotrón / producción F-18,PubMed,42030769,10.1016/j.apradiso.2026.112622,42030769,,Production of the Auger-electron emitter,"Applied radiation and isotopes : including data, instrumentation and methods for use in agriculture, industry and medicine",2026,https://pubmed.ncbi.nlm.nih.gov/42030769/,revisar_manual,otro_revisar,revisar_manual,mantener_vigilancia,radiofarmacia_clinica_o_tecnica,vigilancia,Mantener como vigilancia tematica; no contar como produccion CCHEN salvo afiliacion confirmada.,Contiene senal tecnica/clinica de radiofarmacia o medicina nuclear: applied radiation and isotopes:production; auger-electron emitter,,,,"(cyclotron OR ciclotron OR ""fluorine-18"" OR ""fluor-18"" OR ""F-18"") AND (CCHEN OR Chile OR ""Latin America"" OR ""isotope production"" OR ""medical cyclotron"")",2026-05-19,2026-05-19,2026-05-19
ciclotron_f18,Ciclotrón / producción F-18,EuropePMC,MED42030769,10.1016/j.apradiso.2026.112622,42030769,,Production of the Auger-electron emitter &lt;sup&gt;161&lt;/sup&gt;Ho for nuclear medicine using proton beams.,,2026,https://europepmc.org/article/MED/42030769,mantener_vigilancia,produccion_ciclotron_control_calidad,vigilancia_global_util,mantener_vigilancia,produccion_ciclotron_control_calidad,vigilancia,Mantener para tendencias y benchmark; no contar como produccion CCHEN.,"Tema global util para vigilancia, sin vinculo institucional directo.",cyclotron; bombardment; dosimetry,,,"(cyclotron OR ciclotron OR ""fluorine-18"" OR ""fluor-18"" OR ""F-18"") AND (CCHEN OR Chile OR ""Latin America"" OR ""isotope production"" OR ""medical cyclotron"")",2026-05-19,2026-05-19,2026-05-19
ciclotron_f18,Ciclotrón / producción F-18,EuropePMC,MED41273986,10.1016/j.nucmedbio.2025.109582,41273986,,Recovery of zinc-68 from gallium-68 cyclotron target effluent: A method to establish wet chemistry capabilities for metal precursor recovery in PET radiometals.,,2026,https://europepmc.org/article/MED/41273986,mantener_vigilancia,produccion_ciclotron_control_calidad,vigilancia_global_util,mantener_vigilancia,produccion_ciclotron_control_calidad,vigilancia,Mantener para tendencias y benchmark; no contar como produccion CCHEN.,"Tema global util para vigilancia, sin vinculo institucional directo.",cyclotron; dotatate; psma; gallium; 68ga,pet; diagnostic,,"(cyclotron OR ciclotron OR ""fluorine-18"" OR ""fluor-18"" OR ""F-18"") AND (CCHEN OR Chile OR ""Latin America"" OR ""isotope production"" OR ""medical cyclotron"")",2026-05-19,2026-05-19,2026-05-19
ciclotron_f18,Ciclotrón / producción F-18,PubMed,41273986,10.1016/j.nucmedbio.2025.109582,41273986,,Recovery of zinc-68 from gallium-68 cyclotron target effluent: A method to establish wet chemistry capabilities for metal precursor recovery in PET radiometals.,Nuclear medicine and biology,2026,https://pubmed.ncbi.nlm.nih.gov/41273986/,mantener_vigilancia,produccion_ciclotron_control_calidad,vigilancia_global_util,mantener_vigilancia,produccion_ciclotron_control_calidad,vigilancia,Mantener para tendencias y benchmark; no contar como produccion CCHEN.,"Tema global util para vigilancia, sin vinculo institucional directo.",cyclotron; dotatate; psma; gallium; 68ga,pet; diagnostic,,"(cyclotron OR ciclotron OR ""fluorine-18"" OR ""fluor-18"" OR ""F-18"") AND (CCHEN OR Chile OR ""Latin America"" OR ""isotope production"" OR ""medical cyclotron"")",2026-05-19,2026-05-19,2026-05-19
ciclotron_f18,Ciclotrón / producción F-18,EuropePMC,MED41868330,10.1039/d5ra09547f,41868330,PMC13000467,Synthesis of [&lt;sup&gt;18&lt;/sup&gt;F]rufinamide as a radiotracer for epileptic brain imaging.,,2026,https://europepmc.org/article/MED/41868330,mantener_vigilancia,produccion_ciclotron_control_calidad,vigilancia_global_util,mantener_vigilancia,produccion_ciclotron_control_calidad,vigilancia,Mantener para tendencias y benchmark; no contar como produccion CCHEN.,"Tema global util para vigilancia, sin vinculo institucional directo.",radiosynthesis; radiochemical yield; bombardment; radiochemical purity; biodistribution; radiotracer,pet; imaging; diagnostic,,"(cyclotron OR ciclotron OR ""fluorine-18"" OR ""fluor-18"" OR ""F-18"") AND (CCHEN OR Chile OR ""Latin America"" OR ""isotope production"" OR ""medical cyclotron"")",2026-05-19,2026-05-19,2026-05-19
ciclotron_f18,Ciclotrón / producción F-18,PubMed,41824275,10.3390/molecules200712913,41824275,PMC6332429,The,EJNMMI radiopharmacy and chemistry,2026,https://pubmed.ncbi.nlm.nih.gov/41824275/,mantener_vigilancia,radiofarmaco_teranostico_compuesto,vigilancia_global_util,mantener_vigilancia,radiofarmaco_teranostico_compuesto,vigilancia,Mantener para tendencias y benchmark; no contar como produccion CCHEN.,"Tema global util para vigilancia, sin vinculo institucional directo.",gallium,pet; imaging,,"(cyclotron OR ciclotron OR ""fluorine-18"" OR ""fluor-18"" OR ""F-18"") AND (CCHEN OR Chile OR ""Latin America"" OR ""isotope production"" OR ""medical cyclotron"")",2026-05-19,2026-05-19,2026-05-19
ciclotron_f18,Ciclotrón / producción F-18,EuropePMC,MED41824275,10.1186/s41181-026-00437-z,41824275,PMC13096388,The &lt;sup&gt;68&lt;/sup&gt;Ge/&lt;sup&gt;68&lt;/sup&gt;Ga generator for enhancing productivity and reducing costs in nuclear medicine: experience from a university hospital.,,2026,https://europepmc.org/article/MED/41824275,mantener_vigilancia,produccion_ciclotron_control_calidad,vigilancia_global_util,mantener_vigilancia,produccion_ciclotron_control_calidad,vigilancia,Mantener para tendencias y benchmark; no contar como produccion CCHEN.,"Tema global util para vigilancia, sin vinculo institucional directo.",isotope production; radiopharmaceutical production; radiochemical purity; psma; gallium; radiopharmaceutical,pet/ct; pet; imaging,,"(cyclotron OR ciclotron OR ""fluorine-18"" OR ""fluor-18"" OR ""F-18"") AND (CCHEN OR Chile OR ""Latin America"" OR ""isotope production"" OR ""medical cyclotron"")",2026-05-19,2026-05-19,2026-05-19
dosimetria_medicina_nuclear,Dosimetría en medicina nuclear,EuropePMC,MED37358735,10.1186/s40658-023-00560-9,37358735,PMC10293553,A machine learning-based model for a dose point kernel calculation.,,2023,https://europepmc.org/article/MED/37358735,mantener_vigilancia,dosimetria_seguridad_radiologica,vigilancia_global_util,mantener_vigilancia,dosimetria_seguridad_radiologica,vigilancia,Mantener para tendencias y benchmark; no contar como produccion CCHEN.,"Tema global util para vigilancia, sin vinculo institucional directo.",dosimetry; absorbed dose,,,"(""nuclear medicine dosimetry"" OR ""dosimetria medicina nuclear"" OR ""internal dosimetry"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19,2026-05-19,2026-05-19
dosimetria_medicina_nuclear,Dosimetría en medicina nuclear,PubMed,37358735,10.1016/j.icrp.2008.10.004,37358735,PMC8192942,A machine learning-based model for a dose point kernel calculation.,EJNMMI physics,2023,https://pubmed.ncbi.nlm.nih.gov/37358735/,mantener_vigilancia,dosimetria_seguridad_radiologica,vigilancia_global_util,mantener_vigilancia,dosimetria_seguridad_radiologica,vigilancia,Mantener para tendencias y benchmark; no contar como produccion CCHEN.,"Tema global util para vigilancia, sin vinculo institucional directo.",dosimetry; absorbed dose,,,"(""nuclear medicine dosimetry"" OR ""dosimetria medicina nuclear"" OR ""internal dosimetry"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19,2026-05-19,2026-05-19
dosimetria_medicina_nuclear,Dosimetría en medicina nuclear,EuropePMC,MED39894880,10.1007/s00259-025-07102-8,39894880,PMC12119710,Biodistribution and dosimetry of [&lt;sup&gt;177&lt;/sup&gt;Lu]Lu-SibuDAB in patients with metastatic castration-resistant prostate cancer.,,2025,https://europepmc.org/article/MED/39894880,mantener_vigilancia,dosimetria_seguridad_radiologica,vigilancia_global_util,mantener_vigilancia,dosimetria_seguridad_radiologica,vigilancia,Mantener para tendencias y benchmark; no contar como produccion CCHEN.,"Tema global util para vigilancia, sin vinculo institucional directo.",dosimetry; absorbed dose; biodistribution; psma; radiopharmaceutical,spect,,"(""nuclear medicine dosimetry"" OR ""dosimetria medicina nuclear"" OR ""internal dosimetry"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19,2026-05-19,2026-05-19
dosimetria_medicina_nuclear,Dosimetría en medicina nuclear,EuropePMC,MED31146217,10.1016/j.apradiso.2019.05.031,31146217,,DOSIS: An integrated computational tool for patient-specific dosimetry in nuclear medicine by Monte Carlo and dose point kernel approaches.,,2019,https://europepmc.org/article/MED/31146217,mantener_vigilancia,dosimetria_seguridad_radiologica,vigilancia_global_util,mantener_vigilancia,dosimetria_seguridad_radiologica,vigilancia,Mantener para tendencias y benchmark; no contar como produccion CCHEN.,"Tema global util para vigilancia, sin vinculo institucional directo.",dosimetry; internal dosimetry; absorbed dose; biodistribution; radiopharmaceutical,pet/ct; pet; spect,,"(""nuclear medicine dosimetry"" OR ""dosimetria medicina nuclear"" OR ""internal dosimetry"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19,2026-05-19,2026-05-19
dosimetria_medicina_nuclear,Dosimetría en medicina nuclear,PubMed,31146217,10.1016/j.apradiso.2019.05.031,31146217,,DOSIS: An integrated computational tool for patient-specific dosimetry in nuclear medicine by Monte Carlo and dose point kernel approaches.,"Applied radiation and isotopes : including data, instrumentation and methods for use in agriculture, industry and medicine",2019,https://pubmed.ncbi.nlm.nih.gov/31146217/,mantener_vigilancia,dosimetria_seguridad_radiologica,vigilancia_global_util,mantener_vigilancia,dosimetria_seguridad_radiologica,vigilancia,Mantener para tendencias y benchmark; no contar como produccion CCHEN.,"Tema global util para vigilancia, sin vinculo institucional directo.",dosimetry; absorbed dose; biodistribution; radiopharmaceutical,pet/ct; pet; spect,,"(""nuclear medicine dosimetry"" OR ""dosimetria medicina nuclear"" OR ""internal dosimetry"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19,2026-05-19,2026-05-19
dosimetria_medicina_nuclear,Dosimetría en medicina nuclear,EuropePMC,MED34575575,10.3390/pharmaceutics13091497,34575575,PMC8465706,Development of a Compartmental Pharmacokinetic Model for Molecular Radiotherapy with <sup>131</sup>I-CLR1404.,,2021,https://europepmc.org/article/MED/34575575,mantener_vigilancia,dosimetria_seguridad_radiologica,vigilancia_global_util,mantener_vigilancia,dosimetria_seguridad_radiologica,vigilancia,Mantener para tendencias y benchmark; no contar como produccion CCHEN.,"Tema global util para vigilancia, sin vinculo institucional directo.",dosimetry; theranostic; radiopharmaceutical,,,"(""nuclear medicine dosimetry"" OR ""dosimetria medicina nuclear"" OR ""internal dosimetry"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19,2026-05-19,2026-05-19
dosimetria_medicina_nuclear,Dosimetría en medicina nuclear,EuropePMC,MED38453729,10.1007/s00259-024-06657-2,38453729,PMC11178594,Guiding principles on the education and practice of theranostics.,,2024,https://europepmc.org/article/MED/38453729,mantener_vigilancia,radiofarmaco_teranostico_compuesto,vigilancia_global_util,mantener_vigilancia,radiofarmaco_teranostico_compuesto,vigilancia,Mantener para tendencias y benchmark; no contar como produccion CCHEN.,"Tema global util para vigilancia, sin vinculo institucional directo.",theranostic; theranostics; radiopharmaceutical,imaging; diagnostic,,"(""nuclear medicine dosimetry"" OR ""dosimetria medicina nuclear"" OR ""internal dosimetry"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19,2026-05-19,2026-05-19
dosimetria_medicina_nuclear,Dosimetría en medicina nuclear,EuropePMC,MED33285337,10.1016/j.ejmp.2020.11.013,33285337,,Monte Carlo assessment of low energy electron range in liquid water and dosimetry effects.,,2020,https://europepmc.org/article/MED/33285337,mantener_vigilancia,dosimetria_seguridad_radiologica,vigilancia_global_util,mantener_vigilancia,dosimetria_seguridad_radiologica,vigilancia,Mantener para tendencias y benchmark; no contar como produccion CCHEN.,"Tema global util para vigilancia, sin vinculo institucional directo.",dosimetry; internal dosimetry,,,"(""nuclear medicine dosimetry"" OR ""dosimetria medicina nuclear"" OR ""internal dosimetry"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19,2026-05-19,2026-05-19
dosimetria_medicina_nuclear,Dosimetría en medicina nuclear,PubMed,33285337,10.1016/j.ejmp.2020.11.013,33285337,,Monte Carlo assessment of low energy electron range in liquid water and dosimetry effects.,Physica medica : PM : an international journal devoted to the applications of physics to medicine and biology : official journal of the Italian Association of Biomedical Physics (AIFB),2020,https://pubmed.ncbi.nlm.nih.gov/33285337/,mantener_vigilancia,dosimetria_seguridad_radiologica,vigilancia_global_util,mantener_vigilancia,dosimetria_seguridad_radiologica,vigilancia,Mantener para tendencias y benchmark; no contar como produccion CCHEN.,"Tema global util para vigilancia, sin vinculo institucional directo.",dosimetry,,,"(""nuclear medicine dosimetry"" OR ""dosimetria medicina nuclear"" OR ""internal dosimetry"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19,2026-05-19,2026-05-19
dosimetria_medicina_nuclear,Dosimetría en medicina nuclear,EuropePMC,MED27105765,10.1016/j.zemedi.2016.03.008,27105765,PMC5738655,Multi-centre evaluation of accuracy and reproducibility of planar and SPECT image quantification: An IAEA phantom study.,,2017,https://europepmc.org/article/MED/27105765,mantener_vigilancia,dosimetria_seguridad_radiologica,vigilancia_global_util,mantener_vigilancia,dosimetria_seguridad_radiologica,vigilancia,Mantener para tendencias y benchmark; no contar como produccion CCHEN.,"Tema global util para vigilancia, sin vinculo institucional directo.",dosimetry; internal dosimetry,spect; imaging,,"(""nuclear medicine dosimetry"" OR ""dosimetria medicina nuclear"" OR ""internal dosimetry"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19,2026-05-19,2026-05-19
dosimetria_medicina_nuclear,Dosimetría en medicina nuclear,PubMed,27105765,10.1016/j.zemedi.2016.03.008,27105765,PMC4437762,Multi-centre evaluation of accuracy and reproducibility of planar and SPECT image quantification: An IAEA phantom study.,Zeitschrift fur medizinische Physik,2017,https://pubmed.ncbi.nlm.nih.gov/27105765/,mantener_vigilancia,dosimetria_seguridad_radiologica,vigilancia_global_util,mantener_vigilancia,dosimetria_seguridad_radiologica,vigilancia,Mantener para tendencias y benchmark; no contar como produccion CCHEN.,"Tema global util para vigilancia, sin vinculo institucional directo.",dosimetry; internal dosimetry,spect; imaging,,"(""nuclear medicine dosimetry"" OR ""dosimetria medicina nuclear"" OR ""internal dosimetry"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19,2026-05-19,2026-05-19
dosimetria_medicina_nuclear,Dosimetría en medicina nuclear,EuropePMC,MED32169912,10.2967/jnumed.119.240366,32169912,PMC7539649,OpenDose: Open-Access Resource for Nuclear Medicine Dosimetry.,,2020,https://europepmc.org/article/MED/32169912,mantener_vigilancia,dosimetria_seguridad_radiologica,vigilancia_global_util,mantener_vigilancia,dosimetria_seguridad_radiologica,vigilancia,Mantener para tendencias y benchmark; no contar como produccion CCHEN.,"Tema global util para vigilancia, sin vinculo institucional directo.",dosimetry; absorbed dose; radiopharmaceutical,,,"(""nuclear medicine dosimetry"" OR ""dosimetria medicina nuclear"" OR ""internal dosimetry"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19,2026-05-19,2026-05-19
dosimetria_medicina_nuclear,Dosimetría en medicina nuclear,EuropePMC,MED34260065,10.1002/mp.15090,34260065,PMC9291792,Quantification of internal dosimetry in PET patients II: Individualized Monte Carlo-based dosimetry for [18F]fluorocholine PET.,,2021,https://europepmc.org/article/MED/34260065,mantener_vigilancia,dosimetria_seguridad_radiologica,vigilancia_global_util,mantener_vigilancia,dosimetria_seguridad_radiologica,vigilancia,Mantener para tendencias y benchmark; no contar como produccion CCHEN.,"Tema global util para vigilancia, sin vinculo institucional directo.",dosimetry; internal dosimetry,pet/ct; pet; diagnostic,,"(""nuclear medicine dosimetry"" OR ""dosimetria medicina nuclear"" OR ""internal dosimetry"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19,2026-05-19,2026-05-19
dosimetria_medicina_nuclear,Dosimetría en medicina nuclear,PubMed,34260065,10.1088/0031-9155/59/9/2173,34260065,PMC3466397,Quantification of internal dosimetry in PET patients II: Individualized Monte Carlo-based dosimetry for [18F]fluorocholine PET.,Medical physics,2021,https://pubmed.ncbi.nlm.nih.gov/34260065/,mantener_vigilancia,dosimetria_seguridad_radiologica,vigilancia_global_util,mantener_vigilancia,dosimetria_seguridad_radiologica,vigilancia,Mantener para tendencias y benchmark; no contar como produccion CCHEN.,"Tema global util para vigilancia, sin vinculo institucional directo.",dosimetry; internal dosimetry,pet/ct; pet; diagnostic,,"(""nuclear medicine dosimetry"" OR ""dosimetria medicina nuclear"" OR ""internal dosimetry"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19,2026-05-19,2026-05-19
dosimetria_medicina_nuclear,Dosimetría en medicina nuclear,EuropePMC,MED32569389,10.1002/mp.14344,32569389,PMC7586975,Quantification of internal dosimetry in PET patients: individualized Monte Carlo vs generic phantom-based calculations.,,2020,https://europepmc.org/article/MED/32569389,mantener_vigilancia,dosimetria_seguridad_radiologica,vigilancia_global_util,mantener_vigilancia,dosimetria_seguridad_radiologica,vigilancia,Mantener para tendencias y benchmark; no contar como produccion CCHEN.,"Tema global util para vigilancia, sin vinculo institucional directo.",dosimetry; internal dosimetry; radiopharmaceutical,pet/ct; pet; fdg,,"(""nuclear medicine dosimetry"" OR ""dosimetria medicina nuclear"" OR ""internal dosimetry"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19,2026-05-19,2026-05-19
dosimetria_medicina_nuclear,Dosimetría en medicina nuclear,PubMed,32569389,10.1002/mp.14344,32569389,PMC4912712,Quantification of internal dosimetry in PET patients: individualized Monte Carlo vs generic phantom-based calculations.,Medical physics,2020,https://pubmed.ncbi.nlm.nih.gov/32569389/,mantener_vigilancia,dosimetria_seguridad_radiologica,vigilancia_global_util,mantener_vigilancia,dosimetria_seguridad_radiologica,vigilancia,Mantener para tendencias y benchmark; no contar como produccion CCHEN.,"Tema global util para vigilancia, sin vinculo institucional directo.",dosimetry; internal dosimetry; radiopharmaceutical,pet,,"(""nuclear medicine dosimetry"" OR ""dosimetria medicina nuclear"" OR ""internal dosimetry"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19,2026-05-19,2026-05-19
f18_fdg,F-18 FDG / Fludeoxyglucose,PubMed,37347512,10.1111/epi.17689,37347512,,Development of an online calculator for the prediction of seizure freedom following pediatric hemispherectomy using the Hemispherectomy Outcome Prediction Scale (HOPS).,Epilepsia,2024,https://pubmed.ncbi.nlm.nih.gov/37347512/,revisar_manual,paper_clinico_pet_spect,revisar_manual,mantener_vigilancia,radiofarmacia_clinica_o_tecnica,vigilancia,Mantener como vigilancia tematica; no contar como produccion CCHEN salvo afiliacion confirmada.,Contiene senal tecnica/clinica de radiofarmacia o medicina nuclear: fdg; fluorodeoxyglucose,,pet; fdg; fluorodeoxyglucose; imaging,,"(""Fluorodeoxyglucose F18"" OR ""Fludeoxyglucose F 18"" OR ""F-18 FDG"" OR ""18F-FDG"" OR FDG) AND (CCHEN OR Chile OR ""Latin America"" OR ""medical cyclotron"" OR ""hospital cyclotron"" OR ""isotope production"")",2026-05-19,2026-05-19,2026-05-19
